순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,연도,전국 매출액(만 단위)
1963,참을 수 없는,권칠인,"아이앤코스모스(주)시네와이즈필름,(주)시네와이즈필름,(주)에이프릴컴",,(주)시너지하우스 (시너지),2010-10-21,개봉영화,장편,한국,220,575770952,76965,193434000,25171,멜로/로맨스,19,독립/예술영화,2010,575770
1964,타임 패러독스,"마이클 스피어리그,피터 스피어이그",,(유)조이앤컨텐츠그룹,(유)조이앤시네마,2015-01-07,개봉영화,장편,호주,232,602296908,76803,220836608,27156,SF,15,독립/예술영화,2015,602296
1965,"어쩌다, 결혼","박호찬,박수진",(주)비에이엔터테인먼트,,CGV아트하우스,2019-02-27,개봉영화,장편,한국,529,586584249,76746,183109419,22596,멜로/로맨스,12,독립/예술영화,2019,586584
1966,드라이브 마이 카,하마구치 류스케,,"(주)영화사조아,(주)트리플픽쳐스",(주)트리플픽쳐스,2021-12-23,개봉영화,장편,일본,69,709527410,76604,494120390,52107,드라마,15,독립/예술영화,2021,709527
1967,러덜리스,윌리엄 H. 머시,,그린나래미디어(주),그린나래미디어(주),2015-07-09,개봉영화,장편,미국,117,602152720,76343,328229620,40262,코미디,12,독립/예술영화,2015,602152
1968,엽기적인 그녀 2,조근식,(주)신씨네,,(주)리틀빅픽쳐스,2016-05-12,개봉영화,장편,한국,387,588233900,76321,143965300,18030,멜로/로맨스,15,일반영화,2016,588233
1969,맨 인 더 다크 2,로도 사야구에즈,,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021-09-01,개봉영화,장편,미국,248,765928300,76265,192661600,19599,공포(호러),19,일반영화,2021,765928
1970,하이큐!! 끝과 시작,미츠나카 스스무,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2016-11-16,개봉영화,장편,일본,130,544846000,75704,158050000,20943,애니메이션,12,일반영화,2016,544846
1971,나의 로맨틱 가이드,도널드 페트리,,(주)성원아이컴,(주)성원아이컴,2009-08-27,개봉영화,장편,미국,130,535685529,75668,248762000,34039,코미디,15,일반영화,2009,535685
1972,오두막,스튜어트 하젤딘,,판씨네마(주),판씨네마(주),2017-04-20,개봉영화,장편,미국,396,581005200,75657,301447100,38001,드라마,12,독립/예술영화,2017,581005
1973,피치 퍼펙트: 언프리티 걸즈,엘리자베스 뱅크스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-05-28,개봉영화,장편,미국,297,591516497,75598,240698797,29268,코미디,15,일반영화,2015,591516
1974,블룸 형제 사기단,라이언 존슨,,데이지엔터테인먼트,(주)시너지하우스 (시너지),2009-06-18,개봉영화,장편,미국,144,502498186,75462,223745000,32297,코미디,12,일반영화,2009,502498
1975,조조-황제의 반란,조림산,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2012-10-18,개봉영화,장편,중국,227,535668500,75297,161061000,21771,사극,15,일반영화,2012,535668
1976,브릭 맨션: 통제불능 범죄구역,카밀 들라마레,,주식회사 디앤시엔터테인먼트,씨네그루(주)다우기술,2014-08-27,개봉영화,장편,프랑스,287,543025047,74912,161570947,21613,액션,15,일반영화,2014,543025
1977,회초리,박광우,(주)영화사메이플러스,,롯데쇼핑㈜롯데엔터테인먼트,2011-05-19,개봉영화,장편,한국,142,479093000,74765,178532000,28322,드라마,12,일반영화,2011,479093
1978,드림업,토드 그라프,,㈜케이디미디어,㈜케이디미디어,2009-09-03,개봉영화,장편,미국,212,519832169,74416,185516500,25244,드라마,12,일반영화,2009,519832
1979,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,유야마 쿠니히코,,(주)포켓몬코리아,(주)포켓몬코리아,2014-08-13,개봉영화,장편,일본,123,531113700,74346,130486400,17887,애니메이션,전체,일반영화,2014,531113
1980,외톨이,박재식,영화사다물(주),,(주)성원아이컴,2008-09-18,개봉영화,장편,한국,199,474493500,74282,113783000,16817,공포(호러),15,일반영화,2008,474493
1981,에반게리온 : 서(序),"안노 히데아키,츠루마키 카즈야,마샤유키",,(주)태원엔터테인먼트,(주)태원엔터테인먼트,2008-01-24,개봉영화,장편,일본,19,490698000,74242,285943000,41686,애니메이션,12,일반영화,2008,490698
1982,쿵후팬더: 영웅의 탄생,레오 로,,(주)포커스엔터테인먼트,(주)미디어데이,2013-07-04,개봉영화,장편,중국,197,465317000,74143,83354500,12100,애니메이션,전체,독립/예술영화,2013,465317
1983,센츄리온,닐 마샬,셀라도르,(주)쇼박스,(주)쇼박스,2010-08-26,개봉영화,장편,영국,143,553415176,74131,173759500,22071,액션,19,독립/예술영화,2010,553415
1984,피라냐 3DD,존 걸레거,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2012-08-01,개봉영화,장편,미국,269,639495500,74044,172485500,18959,공포(호러),19,일반영화,2012,639495
1985,로맨틱 헤븐,장진,(주)시네마서비스글로벌,,(주)시네마서비스,2011-03-24,개봉영화,장편,한국,260,542739500,73729,205652500,26655,드라마,12,일반영화,2011,542739
1986,베니싱,브래드 앤더슨,,(주)누리픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2011-03-31,개봉영화,장편,미국,181,542044000,73582,174437000,22748,미스터리,12,일반영화,2011,542044
1987,위자,스틸즈 화이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-04-16,개봉영화,장편,미국,337,570154035,73549,143358035,17902,미스터리,15,일반영화,2015,570154
1988,리스본행 야간열차,빌 어거스트,,(주)뮤제엔터테인먼트,(주)나이너스엔터테인먼트,2014-06-05,개봉영화,장편,독일,57,565928536,73462,388377236,49002,미스터리,15,독립/예술영화,2014,565928
1989,바다 탐험대 옥토넛 시즌4: 더 파이널,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),2017-06-01,개봉영화,장편,영국,167,478767000,73417,117397000,17400,애니메이션,전체,독립/예술영화,2017,478767
1990,카운트다운,,,(유)조이앤시네마,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2019-12-12,개봉영화,장편,미국,238,611133000,73412,188656500,22405,공포(호러),15,일반영화,2019,611133
1991,두 개의 문,"김일란,홍지유",성소수문화환경을 위한 모임 '연분홍치마',,(주)시네마달,2012-06-21,개봉영화,장편,한국,18,503138000,73298,273992500,37372,다큐멘터리,15,독립/예술영화,2012,503138
1992,코다,션 헤이더,,판씨네마(주),판씨네마(주),2021-08-31,개봉영화,장편,프랑스,308,666268039,73183,352294730,38653,드라마,12,독립/예술영화,2021,666268
1993,나우이즈굿,올 파커,,오퍼스픽쳐스(유),(주)인벤트스톤,2012-11-08,개봉영화,장편,영국,144,501607000,73139,297880000,42570,드라마,15,독립/예술영화,2012,501607
1994,더 클럽,마르셀 랭겐거,,(유)마스엔터테인먼트코리아,(주)시너지하우스 (시너지),2008-10-02,개봉영화,장편,미국,137,490754500,73126,231393500,33091,멜로/로맨스,19,일반영화,2008,490754
1995,돈 룩 업,아담 맥케이,,,씨제이 씨지브이(CJ CGV)(주),2021-12-08,개봉영화,장편,미국,656,703603870,72980,265359360,27164,코미디,15,일반영화,2021,703603
1996,호텔 뭄바이,앤소니 마라스,,(주)에스와이코마드,"글뫼 주식회사,(주)에스와이코마드",2019-05-08,개봉영화,장편,호주,207,599904700,72950,242021000,29325,스릴러,15,독립/예술영화,2019,599904
1997,빅샤크3: 젤리몬스터 대소동,신우,,"(주)히스토리필름,(주)팝엔터테인먼트",(주)팝엔터테인먼트,2020-07-29,개봉영화,장편,중국,400,562559660,72912,62620460,7772,애니메이션,전체,일반영화,2020,562559
1998,너를 잊지 않을 거야,하나도 준지,,(주)예가엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2008-10-30,개봉영화,장편,일본,139,396603500,72895,79717500,13524,드라마,전체,일반영화,2008,396603
1999,엽문4: 더 파이널,엽위신,,(주)키다리이엔티,(주)키다리이엔티,2020-04-01,개봉영화,장편,홍콩,206,630556300,72886,182738000,20918,액션,12,독립/예술영화,2020,630556
2000,로망,이창근,"(주)제이지픽쳐스,(주)메이스엔터테인먼트",,(주)메리크리스마스,2019-04-03,개봉영화,장편,한국,405,527390400,72761,134919660,18197,멜로/로맨스,전체,독립/예술영화,2019,527390
2001,내 친구의 사생활,다이앤 잉글리쉬,,(주)미로비젼,(주)엠플러스픽쳐스,2008-10-09,개봉영화,장편,미국,129,467412333,72724,233453833,34471,멜로/로맨스,15,일반영화,2008,467412
2002,집결호,펑샤오강,,(주)성원아이컴,(주)시네마서비스,2008-03-06,개봉영화,장편,중국,160,466837500,72582,136137000,20228,액션,12,일반영화,2008,466837
2003,파워레인져스: 더 비기닝,딘 이스라엘리트,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),2017-04-20,개봉영화,장편,미국,479,570203561,72495,181869261,22185,액션,12,일반영화,2017,570203
2004,소년시절의 너,증국상,,(주)더세컨드웨이브,"(주)영화특별시에스엠씨,(주)콘텐츠패밀리",2020-07-09,개봉영화,장편,중국,252,615471500,72419,265587900,30665,멜로/로맨스,15,독립/예술영화,2020,615471
2005,언더월드: 블러드 워,안나 포에스터,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-11-30,개봉영화,장편,미국,183,567567100,72071,159452300,19859,액션,15,일반영화,2016,567567
2006,쿰바: 반쪽무늬 얼룩말의 대모험,앤서니 실버스톤,,우성엔터테인먼트,(주)와이즈베이,2014-09-04,개봉영화,장편,남아프리카공화국,180,521639900,72046,110226700,14492,애니메이션,전체,독립/예술영화,2014,521639
2007,화이트 고릴라,안드레스 G. 슈에,,(주)소나무픽쳐스,"(주)마인스 엔터테인먼트,(주)박수엔터테인먼트",2013-10-31,개봉영화,장편,스페인,182,464078500,71796,108506500,15688,애니메이션,전체,일반영화,2013,464078
2008,청원,산제이 렐라 반살리,,"(주)시네마천국,㈜씨에이엔","이언픽쳐스,씨너스엔터테인먼트(주)",2011-11-02,개봉영화,장편,인도,181,511705000,71506,213842000,28356,드라마,12,독립/예술영화,2011,511705
2009,프란시스 하,노아 바움백,,그린나래미디어(주),그린나래미디어(주),2014-07-17,개봉영화,장편,미국,70,560752570,71506,379015370,46889,코미디,15,독립/예술영화,2014,560752
2010,모뉴먼츠 맨: 세기의 작전,조지 클루니,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-02-27,개봉영화,장편,미국,319,534041027,71483,226183427,28923,액션,12,일반영화,2014,534041
2011,더 서클,제임스 폰솔트,,(주)메인타이틀픽쳐스,(주)키다리이엔티,2017-06-22,개봉영화,장편,미국,169,578129700,71362,219357800,26472,드라마,12,독립/예술영화,2017,578129
2012,정글히어로,"박태동,마우리시오 드 라 오르타","원더월드 스튜디오,(주)디씨지플러스",,(주)씨제이이엔엠,2014-10-02,개봉영화,장편,한국,287,506194300,71330,110466600,14870,애니메이션,전체,일반영화,2014,506194
2013,트랩,유위강,,㈜코리아스크린,아이비젼엔터테인먼트(주),2009-01-29,개봉영화,장편,미국,162,490065432,71294,170980500,23842,범죄,19,일반영화,2009,490065
2014,투 마더스,앤 폰테인,,(주)더블앤조이픽쳐스,(주)싸이더스,2013-08-22,개봉영화,장편,프랑스,198,497511000,71264,219430500,29994,드라마,19,독립/예술영화,2013,497511
2015,위 오운 더 나잇,제임스 그레이,,판씨네마(주),유니버설픽쳐스인터내셔널 코리아(유),2008-05-29,개봉영화,장편,미국,133,471961500,71212,176628500,25371,범죄,19,일반영화,2008,471961
2016,돈비 어프레이드 : 어둠 속의 속삭임,트로이 닉시,,,(주)화앤담이엔티,2011-08-25,개봉영화,장편,미국,232,521600500,70506,172807500,22169,공포(호러),15,일반영화,2011,521600
2017,극장판 도라에몽: 신 진구의 버스 오브 재팬,야쿠와 신노스케,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-12-21,개봉영화,장편,일본,282,525099600,70350,120165100,15058,애니메이션,전체,일반영화,2016,525099
2018,썸머 솔스티스,다니엘 미릭,,(주)아펙스 엔터테인먼트,㈜케이디미디어,2008-08-28,개봉영화,장편,미국,131,460975000,70109,150160500,21523,공포(호러),15,일반영화,2008,460975
2019,미트 페어런츠 3,폴 웨이츠,,(주)씨제이이엔엠,(주)씨제이이엔엠,2011-03-31,개봉영화,장편,미국,196,517805000,70053,276148500,36354,코미디,15,일반영화,2011,517805
2020,극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,스기시마 쿠니히사,,애니박스 엔터테인먼트,(주)미디어데이,2011-01-05,개봉영화,장편,일본,120,474010500,70051,130066500,18399,애니메이션,전체,일반영화,2011,474010
2021,호텔 레이크,윤은경,"(주)이에스픽쳐스,㈜인디스토리",,(주)스마일이엔티,2020-04-29,개봉영화,장편,한국,465,592223200,70019,116030900,13345,공포(호러),15,독립/예술영화,2020,592223
2022,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),2016-09-28,개봉영화,장편,영국,164,420417500,69912,101710500,16885,애니메이션,전체,독립/예술영화,2016,420417
2023,마일22,피터 버그,,유니콘미디어(주),(주)팝엔터테인먼트,2018-08-23,개봉영화,장편,미국,203,600495500,69834,188969000,21466,액션,15,일반영화,2018,600495
2024,인보카머스,스콧 데릭슨,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-08-21,개봉영화,장편,미국,196,571543200,69786,187786600,22115,공포(호러),19,일반영화,2014,571543
2025,세상에서 고양이가 사라진다면,나가이 아키라,,(주)크리픽쳐스,(주)크리픽쳐스,2016-11-09,개봉영화,장편,일본,175,497645200,69586,183328500,24986,드라마,12,독립/예술영화,2016,497645
2026,어카운턴트,게빈 오코너,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-10-13,개봉영화,장편,미국,375,548544928,69529,200958628,24813,액션,15,일반영화,2016,548544
2027,브라더스,짐 쉐리단,라이온스 게이트 필름즈,(주)새인컴퍼니,(주)성원아이컴,2010-05-05,개봉영화,장편,미국,140,513691735,69470,238348900,31743,드라마,15,독립/예술영화,2010,513691
2028,인생 후르츠,켄시 후시하라,,(주)엣나인필름,(주)엣나인필름,2018-12-06,개봉영화,장편,일본,33,537257530,69442,372638330,45621,다큐멘터리,전체,독립/예술영화,2018,537257
2029,번개맨,조근현,"(주)드림써치C&C,한국교육방송공사 EBS",,(주)키다리이엔티,2016-02-11,개봉영화,장편,한국,393,516736500,69303,112271800,13839,판타지,전체,일반영화,2016,516736
2030,어거스트: 가족의 초상,존 웰스,,주식회사 더쿱,주식회사 우리네트웍스,2014-04-03,개봉영화,장편,미국,249,520639800,69095,271279700,34839,드라마,15,독립/예술영화,2014,520639
2031,하이힐을 신고 달리는 여자,더글라스 맥그래스,,(주)누리픽쳐스,필라멘트픽쳐스,2012-02-02,개봉영화,장편,미국,169,531249500,69047,308956500,38773,코미디,15,일반영화,2012,531249
